timestamp,BTC_USDT_1h_close,BTC_USDT_1h_volume,fear_greed_index,trend_bitcoin,google_trends_bitcoin,open_interest
2023-12-11,41931.90625,965.7800994999999,74.0,38.0,38.0,10369146999.573263
2023-12-12,41534.71166666666,484.48267929166667,67.0,38.0,38.0,10394848983.281857
2023-12-13,41642.697916666664,537.5231162916667,65.0,38.0,38.0,10765215398.29731
2023-12-14,42868.38208333334,462.0157856666667,72.0,38.0,38.0,10586487896.59206
2023-12-15,42450.699166666665,319.72352033333334,70.0,38.0,38.0,10223782723.70817
2023-12-16,42304.28083333333,158.99004108333335,67.0,38.0,38.0,10304614139.120668
2023-12-17,41933.292916666665,320.32074358333335,73.0,37.0,37.0,10160736737.259155
2023-12-18,41422.950000000004,598.3378595416667,65.0,37.0,37.0,10352697059.736897
2023-12-19,42708.82375,495.71823308333336,73.0,37.0,37.0,10463086572.85075
2023-12-20,43192.77291666667,483.751470875,74.0,37.0,37.0,10962088579.30398
2023-12-21,43731.1225,331.74548966666663,70.0,37.0,37.0,10905790820.672256
2023-12-22,43790.739166666666,317.3572130833333,74.0,37.0,37.0,10738254970.068808
2023-12-23,43669.36,114.3206475,70.0,37.0,37.0,10651440995.512104
2023-12-24,43606.895416666666,190.98038583333334,71.0,35.0,35.0,10497354203.083126
2023-12-25,43347.83,183.83104570833333,73.0,35.0,35.0,10644812912.892746
2023-12-26,42684.95041666667,382.97443258333334,71.0,35.0,35.0,10718282398.287489
2023-12-27,42845.4225,329.28662429166667,73.0,35.0,35.0,10780130558.433784
2023-12-28,42892.57041666667,341.6876247083333,73.0,35.0,35.0,10586605398.511156
2023-12-29,42396.35875,452.43574912500003,65.0,35.0,35.0,10436652152.993546
2023-12-30,42098.15625,222.40220675,68.0,35.0,35.0,10496076158.8883
2023-12-31,42432.61083333333,182.91268554166666,67.0,42.0,42.0,10322413109.124924
2024-01-01,42835.247083333335,232.59973283333332,65.0,42.0,42.0,10915397676.461191
2024-01-02,45247.364583333336,658.2227380416667,71.0,42.0,42.0,11233487997.988005
2024-01-03,43898.542916666665,1144.559842875,70.0,42.0,42.0,9868389874.738544
2024-01-04,43482.004166666666,467.7568536666667,68.0,42.0,42.0,10209308823.046026
2024-01-05,43741.160833333335,590.3086164166667,72.0,42.0,42.0,9820375035.399014
2024-01-06,43814.645833333336,185.54689220833333,70.0,42.0,42.0,9921854899.548414
2024-01-07,44056.535,186.34609166666667,71.0,65.0,65.0,10023179372.742338
2024-01-08,44906.82041666666,630.7265871666667,71.0,65.0,65.0,10913579654.166458
2024-01-09,46590.12375,767.7424882916666,76.0,65.0,65.0,10355614055.811289
2024-01-10,45839.917916666665,1108.2629182916667,73.0,65.0,65.0,10274329658.87962
2024-01-11,46589.98500000001,853.7211991666667,76.0,65.0,65.0,10613297668.130898
2024-01-12,45038.53291666667,896.5669878333333,71.0,65.0,65.0,10314334602.384232
2024-01-13,42862.985,365.609729125,64.0,65.0,65.0,10308166533.930271
2024-01-14,42746.025416666664,306.6338001666667,60.0,39.0,39.0,10254327074.287453
2024-01-15,42622.08583333333,420.1182708333333,52.0,39.0,39.0,10050226246.707289
2024-01-16,42959.30125,484.42354954166666,64.0,39.0,39.0,10072747643.381435
2024-01-17,42717.4075,376.55718333333334,60.0,39.0,39.0,10131465287.060167
2024-01-18,42223.543333333335,541.5921914583333,63.0,39.0,39.0,10109215849.249329
2024-01-19,41328.892916666664,560.6662211666667,51.0,39.0,39.0,9906722341.627476
2024-01-20,41620.65125,142.87271370833332,52.0,39.0,39.0,9911270435.530136
2024-01-21,41686.551666666666,144.28859408333332,56.0,35.0,35.0,9912120711.948492
2024-01-22,40710.166666666664,783.051112875,55.0,35.0,35.0,9531739190.987415
2024-01-23,39438.887083333335,665.5245400416667,50.0,35.0,35.0,9480610928.157034
2024-01-24,39932.5925,368.26262966666667,48.0,35.0,35.0,9675558108.735895
2024-01-25,39963.47375,253.16903375,52.0,35.0,35.0,9777518936.46553
2024-01-26,40974.183333333334,472.5448993333334,49.0,35.0,35.0,10305868433.771645
2024-01-27,41825.520416666666,112.75936541666665,55.0,35.0,35.0,10201712357.092571
2024-01-28,42251.0925,243.78313720833333,54.0,30.0,30.0,9950632810.597706
2024-01-29,42495.72375,290.33475425,55.0,30.0,30.0,10358204438.268637
2024-01-30,43405.871666666666,302.785154125,61.0,30.0,30.0,10124063898.970695
2024-01-31,42921.98458333333,311.87445633333334,60.0,30.0,30.0,9983227444.908705
2024-02-01,42467.72875,347.924939875,63.0,30.0,30.0,10128244229.789265
2024-02-02,43058.22375,299.6219767083333,63.0,30.0,30.0,10106007808.391096
2024-02-03,43101.47625,91.41938920833333,60.0,30.0,30.0,10175490573.416534
2024-02-04,42879.8375,124.65148008333334,60.0,31.0,31.0,10108884063.318632
2024-02-05,42808.768749999996,278.72161575,60.0,31.0,31.0,10415330232.99112
2024-02-06,42965.72625,285.97335845833334,64.0,31.0,31.0,10603714178.96485
2024-02-07,43288.66125,416.55782179166664,62.0,31.0,31.0,11180871013.53896
2024-02-08,44905.91541666666,565.900418875,66.0,31.0,31.0,11728835689.192698
2024-02-09,46808.20333333333,1373.8128602916668,72.0,31.0,31.0,11694258315.00625
2024-02-10,47350.21083333334,291.71500045833335,74.0,31.0,31.0,12079551248.49015
2024-02-11,48154.61833333334,328.3779528333333,71.0,45.0,45.0,12501360389.885468
2024-02-12,48791.875,762.7070633333333,70.0,45.0,45.0,13312728702.399033
2024-02-13,49606.49458333334,703.4916752083333,79.0,45.0,45.0,12797178984.506464
2024-02-14,50902.786250000005,878.9671287083333,74.0,45.0,45.0,13583535019.54952
2024-02-15,52039.972083333334,798.2846680416666,72.0,45.0,45.0,13286262472.693888
2024-02-16,52027.89791666667,520.44795175,72.0,45.0,45.0,13322716410.759676
2024-02-17,51613.00416666667,384.04724000000004,76.0,45.0,45.0,13357606393.659485
2024-02-18,51744.915,249.48704962500003,72.0,38.0,38.0,13194384096.421015
2024-02-19,52095.708333333336,332.17115083333334,75.0,38.0,38.0,13346459767.148306
2024-02-20,51897.644583333335,698.758317625,72.0,38.0,38.0,13087797529.723246
2024-02-21,51456.309166666666,589.7320926250001,78.0,38.0,38.0,13076069464.2032
2024-02-22,51579.92833333334,447.6388502083334,74.0,38.0,38.0,12757006972.629736
2024-02-23,51086.58708333334,382.73712025000003,76.0,38.0,38.0,12946912208.913568
2024-02-24,51160.637083333335,175.19477070833332,72.0,38.0,38.0,13120323008.306046
2024-02-25,51636.71041666667,203.72289125,74.0,66.0,66.0,12956451166.841576
2024-02-26,52362.28875,822.3172595833333,72.0,66.0,66.0,13791206250.05823
2024-02-27,56497.611249999994,1097.209537,79.0,66.0,66.0,13767402338.407766
2024-02-28,59439.6525,1731.982121625,82.0,66.0,66.0,14242631319.201822
2024-02-29,62098.95875,1574.3213465833333,80.0,66.0,66.0,13912492710.357315
2024-03-01,61857.517916666664,701.3450787916667,80.0,66.0,66.0,14329230660.87094
2024-03-02,61957.53333333333,389.8665795833333,80.0,66.0,66.0,14179858028.800856
2024-03-03,62197.364166666666,519.8416475416667,83.0,80.0,80.0,14774048338.734756
2024-03-04,65452.295000000006,1426.873940625,82.0,80.0,80.0,16602081839.426851
